Title,"Median salary of UK domiciled full-time graduates who obtained first degree qualifications and entered full-time paid employment in the UK by subject area of degree, skill marker, country of provider, provider type, work population marker and academic year",,,,,,
(I) Education,Northern Ireland,All,Paid employment is most important activity,Non-science,Medium skilled,16000,2017/18
(I) Education,Northern Ireland,All,Paid employment is most important activity,Non-science,Low skilled,,2017/18
(I) Education,Northern Ireland,All,Paid employment is most important activity,All,High skilled,23000,2017/18
(I) Education,Northern Ireland,All,Paid employment is most important activity,All,Medium skilled,16000,2017/18
(I) Education,Northern Ireland,All,Paid employment is most important activity,All,Low skilled,,2017/18
(I) Education,Northern Ireland,All,Paid employment is an activity,Non-science,High skilled,23000,2017/18
(I) Education,Northern Ireland,All,Paid employment is an activity,Non-science,Medium skilled,16000,2017/18
(I) Education,Northern Ireland,All,Paid employment is an activity,Non-science,Low skilled,,2017/18
(I) Education,Northern Ireland,All,Paid employment is an activity,All,High skilled,23000,2017/18
(I) Education,Northern Ireland,All,Paid employment is an activity,All,Medium skilled,16000,2017/18
(I) Education,Northern Ireland,All,Paid employment is an activity,All,Low skilled,,2017/18
(I) Education,Scotland,All,Paid employment is most important activity,Non-science,High skilled,32000,2017/18
(I) Education,Scotland,All,Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(I) Education,Scotland,All,Paid employment is most important activity,Non-science,Low skilled,,2017/18
(I) Education,Scotland,All,Paid employment is most important activity,All,High skilled,32000,2017/18
(I) Education,Scotland,All,Paid employment is most important activity,All,Medium skilled,,2017/18
(I) Education,Scotland,All,Paid employment is most important activity,All,Low skilled,,2017/18
(I) Education,Scotland,All,Paid employment is an activity,Non-science,High skilled,32000,2017/18
(I) Education,Scotland,All,Paid employment is an activity,Non-science,Medium skilled,,2017/18
(I) Education,Scotland,All,Paid employment is an activity,Non-science,Low skilled,,2017/18
(I) Education,Scotland,All,Paid employment is an activity,All,High skilled,32000,2017/18
(I) Education,Scotland,All,Paid employment is an activity,All,Medium skilled,,2017/18
(I) Education,Scotland,All,Paid employment is an activity,All,Low skilled,,2017/18
(I) Education,Wales,All,Paid employment is most important activity,Non-science,High skilled,24000,2017/18
(I) Education,Wales,All,Paid employment is most important activity,Non-science,Medium skilled,16000,2017/18
(I) Education,Wales,All,Paid employment is most important activity,Non-science,Low skilled,,2017/18
(I) Education,Wales,All,Paid employment is most important activity,All,High skilled,24000,2017/18
(I) Education,Wales,All,Paid employment is most important activity,All,Medium skilled,16000,2017/18
(I) Education,Wales,All,Paid employment is most important activity,All,Low skilled,,2017/18
(I) Education,Wales,All,Paid employment is an activity,Non-science,High skilled,24000,2017/18
(I) Education,Wales,All,Paid employment is an activity,Non-science,Medium skilled,16000,2017/18
(I) Education,Wales,All,Paid employment is an activity,Non-science,Low skilled,,2017/18
(I) Education,Wales,All,Paid employment is an activity,All,High skilled,24000,2017/18
(I) Education,Wales,All,Paid employment is an activity,All,Medium skilled,16000,2017/18
(I) Education,Wales,All,Paid employment is an activity,All,Low skilled,,2017/18
(I) Education,England,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,23000,2017/18
(I) Education,England,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,17000,2017/18
(I) Education,England,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,,2017/18
(I) Education,England,Further education colleges (FECs),Paid employment is an activity,All,High skilled,23000,2017/18
(I) Education,England,Further education colleges (FECs),Paid employment is an activity,All,Medium skilled,17000,2017/18
(I) Education,England,Further education colleges (FECs),Paid employment is an activity,All,Low skilled,,2017/18
(I) Education,England,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,24000,2017/18
(I) Education,England,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,17500,2017/18
(I) Education,England,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,17500,2017/18
(I) Education,England,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,24000,2017/18
(I) Education,England,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,17500,2017/18
(I) Education,England,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,17500,2017/18
(I) Education,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,23000,2017/18
(I) Education,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,16000,2017/18
(I) Education,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,,2017/18
(I) Education,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,23000,2017/18
(I) Education,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,16000,2017/18
(I) Education,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,,2017/18
(I) Education,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,32000,2017/18
(I) Education,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,,2017/18
(I) Education,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,,2017/18
(I) Education,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,32000,2017/18
(I) Education,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,,2017/18
(I) Education,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,,2017/18
(I) Education,Wales,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,,2017/18
(I) Education,Wales,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,,2017/18
(I) Education,Wales,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,,2017/18
(I) Education,Wales,Further education colleges (FECs),Paid employment is an activity,All,High skilled,,2017/18
(I) Education,Wales,Further education colleges (FECs),Paid employment is an activity,All,Medium skilled,,2017/18
(I) Education,Wales,Further education colleges (FECs),Paid employment is an activity,All,Low skilled,,2017/18
(I) Education,Wales,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,23500,2017/18
(I) Education,Wales,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,16000,2017/18
(I) Education,Wales,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,,2017/18
(I) Education,Wales,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,24000,2017/18
(I) Education,Wales,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,16000,2017/18
(I) Education,Wales,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is most important activity,Non-science,High skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is most important activity,Non-science,Low skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is an activity,Non-science,High skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is an activity,Non-science,Medium skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is an activity,Non-science,Low skilled,,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,26000,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,19000,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,18000,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,25500,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,19000,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,18000,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is most important activity,Non-science,High skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is most important activity,Non-science,Low skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is an activity,Non-science,High skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is an activity,Non-science,Medium skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is an activity,Non-science,Low skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is most important activity,Non-science,High skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is most important activity,Non-science,Low skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is an activity,Non-science,High skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is an activity,Non-science,Medium skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is an activity,Non-science,Low skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is an activity,All,High skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is an activity,All,Medium skilled,,2017/18
(J) Combined,All,Further education colleges (FECs),Paid employment is an activity,All,Low skilled,,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,25000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,19000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,18000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,25000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,19000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,18000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,25000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,19000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,18000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,25000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,19000,2017/18
(J) Combined,All,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,18000,2017/18
(J) Combined,All,All,Paid employment is most important activity,Non-science,High skilled,25000,2017/18
(J) Combined,All,All,Paid employment is most important activity,Non-science,Medium skilled,19000,2017/18
(J) Combined,All,All,Paid employment is most important activity,Non-science,Low skilled,18000,2017/18
(J) Combined,All,All,Paid employment is most important activity,All,High skilled,25000,2017/18
(J) Combined,All,All,Paid employment is most important activity,All,Medium skilled,19000,2017/18
(J) Combined,All,All,Paid employment is most important activity,All,Low skilled,18000,2017/18
(J) Combined,All,All,Paid employment is an activity,Non-science,High skilled,25000,2017/18
(J) Combined,All,All,Paid employment is an activity,Non-science,Medium skilled,19000,2017/18
(J) Combined,All,All,Paid employment is an activity,Non-science,Low skilled,18000,2017/18
(J) Combined,All,All,Paid employment is an activity,All,High skilled,25000,2017/18
(J) Combined,All,All,Paid employment is an activity,All,Medium skilled,19000,2017/18
(J) Combined,All,All,Paid employment is an activity,All,Low skilled,18000,2017/18
(J) Combined,England,All,Paid employment is most important activity,Non-science,High skilled,26000,2017/18
(J) Combined,England,All,Paid employment is most important activity,Non-science,Medium skilled,19000,2017/18
(J) Combined,England,All,Paid employment is most important activity,Non-science,Low skilled,18000,2017/18
(J) Combined,England,All,Paid employment is most important activity,All,High skilled,26000,2017/18
(J) Combined,England,All,Paid employment is most important activity,All,Medium skilled,19000,2017/18
(J) Combined,England,All,Paid employment is most important activity,All,Low skilled,18000,2017/18
(J) Combined,England,All,Paid employment is an activity,Non-science,High skilled,25500,2017/18
(J) Combined,England,All,Paid employment is an activity,Non-science,Medium skilled,19000,2017/18
(J) Combined,England,All,Paid employment is an activity,Non-science,Low skilled,18000,2017/18
(J) Combined,England,All,Paid employment is an activity,All,High skilled,25500,2017/18
(J) Combined,England,All,Paid employment is an activity,All,Medium skilled,19000,2017/18
(J) Combined,England,All,Paid employment is an activity,All,Low skilled,18000,2017/18
(J) Combined,Northern Ireland,All,Paid employment is most important activity,Non-science,High skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is most important activity,Non-science,Low skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is most important activity,All,High skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is most important activity,All,Medium skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is most important activity,All,Low skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is an activity,Non-science,High skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is an activity,Non-science,Medium skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is an activity,Non-science,Low skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is an activity,All,High skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is an activity,All,Medium skilled,,2017/18
(J) Combined,Northern Ireland,All,Paid employment is an activity,All,Low skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is most important activity,Non-science,High skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is most important activity,Non-science,Low skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is most important activity,All,High skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is most important activity,All,Medium skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is most important activity,All,Low skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is an activity,Non-science,High skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is an activity,Non-science,Medium skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is an activity,Non-science,Low skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is an activity,All,High skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is an activity,All,Medium skilled,,2017/18
(J) Combined,Scotland,All,Paid employment is an activity,All,Low skilled,,2017/18
(J) Combined,Wales,All,Paid employment is most important activity,Non-science,High skilled,,2017/18
(J) Combined,Wales,All,Paid employment is most important activity,Non-science,Medium skilled,,2017/18
(J) Combined,Wales,All,Paid employment is most important activity,Non-science,Low skilled,,2017/18
(J) Combined,Wales,All,Paid employment is most important activity,All,High skilled,,2017/18
(J) Combined,Wales,All,Paid employment is most important activity,All,Medium skilled,,2017/18
(J) Combined,Wales,All,Paid employment is most important activity,All,Low skilled,,2017/18
(J) Combined,Wales,All,Paid employment is an activity,Non-science,High skilled,,2017/18
(J) Combined,Wales,All,Paid employment is an activity,Non-science,Medium skilled,,2017/18
(J) Combined,Wales,All,Paid employment is an activity,Non-science,Low skilled,,2017/18
(J) Combined,Wales,All,Paid employment is an activity,All,High skilled,,2017/18
(J) Combined,Wales,All,Paid employment is an activity,All,Medium skilled,,2017/18
(J) Combined,Wales,All,Paid employment is an activity,All,Low skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is an activity,All,High skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is an activity,All,Medium skilled,,2017/18
(J) Combined,England,Further education colleges (FECs),Paid employment is an activity,All,Low skilled,,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,26000,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,19000,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,18000,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,25500,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,19000,2017/18
(J) Combined,England,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,18000,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,,2017/18
(J) Combined,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,,2017/18
(J) Combined,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is an activity,All,High skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is an activity,All,Medium skilled,,2017/18
(J) Combined,Wales,Further education colleges (FECs),Paid employment is an activity,All,Low skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,,2017/18
(J) Combined,Wales,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,,2017/18
Total - Non-science subject areas,England,Further education colleges (FECs),Paid employment is most important activity,Non-science,High skilled,23000,2017/18
Total - Non-science subject areas,England,Further education colleges (FECs),Paid employment is most important activity,Non-science,Medium skilled,18000,2017/18
Total - Non-science subject areas,England,Further education colleges (FECs),Paid employment is most important activity,Non-science,Low skilled,17000,2017/18
Total - Non-science subject areas,England,Further education colleges (FECs),Paid employment is an activity,Non-science,High skilled,23000,2017/18
Total - Non-science subject areas,England,Further education colleges (FECs),Paid employment is an activity,Non-science,Medium skilled,18000,2017/18
Total - Non-science subject areas,England,Further education colleges (FECs),Paid employment is an activity,Non-science,Low skilled,17000,2017/18
Total - Non-science subject areas,England,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,24000,2017/18
Total - Non-science subject areas,England,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,20000,2017/18
Total - Non-science subject areas,England,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,18000,2017/18
Total - Non-science subject areas,England,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,24000,2017/18
Total - Non-science subject areas,England,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,20000,2017/18
Total - Non-science subject areas,England,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,18000,2017/18
Total - Non-science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,21000,2017/18
Total - Non-science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,18000,2017/18
Total - Non-science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,15000,2017/18
Total - Non-science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,21000,2017/18
Total - Non-science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,18000,2017/18
Total - Non-science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,15000,2017/18
Total - Non-science subject areas,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,25000,2017/18
Total - Non-science subject areas,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,20000,2017/18
Total - Non-science subject areas,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,17000,2017/18
Total - Non-science subject areas,Scotland,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,25000,2017/18
Total - Non-science subject areas,Scotland,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,20000,2017/18
Total - Non-science subject areas,Scotland,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,17000,2017/18
Total - Non-science subject areas,Wales,Further education colleges (FECs),Paid employment is most important activity,Non-science,High skilled,,2017/18
Total - Non-science subject areas,Wales,Further education colleges (FECs),Paid employment is most important activity,Non-science,Medium skilled,,2017/18
Total - Non-science subject areas,Wales,Further education colleges (FECs),Paid employment is most important activity,Non-science,Low skilled,,2017/18
Total - Non-science subject areas,Wales,Further education colleges (FECs),Paid employment is an activity,Non-science,High skilled,,2017/18
Total - Non-science subject areas,Wales,Further education colleges (FECs),Paid employment is an activity,Non-science,Medium skilled,,2017/18
Total - Non-science subject areas,Wales,Further education colleges (FECs),Paid employment is an activity,Non-science,Low skilled,,2017/18
Total - Non-science subject areas,Wales,Higher education providers (HEPs),Paid employment is most important activity,Non-science,High skilled,23000,2017/18
Total - Non-science subject areas,Wales,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Medium skilled,18000,2017/18
Total - Non-science subject areas,Wales,Higher education providers (HEPs),Paid employment is most important activity,Non-science,Low skilled,18000,2017/18
Total - Non-science subject areas,Wales,Higher education providers (HEPs),Paid employment is an activity,Non-science,High skilled,23000,2017/18
Total - Non-science subject areas,Wales,Higher education providers (HEPs),Paid employment is an activity,Non-science,Medium skilled,18000,2017/18
Total - Non-science subject areas,Wales,Higher education providers (HEPs),Paid employment is an activity,Non-science,Low skilled,18000,2017/18
Total - Science subject areas,England,Further education colleges (FECs),Paid employment is most important activity,Science,High skilled,22000,2017/18
Total - Science subject areas,England,Further education colleges (FECs),Paid employment is most important activity,Science,Medium skilled,17500,2017/18
Total - Science subject areas,England,Further education colleges (FECs),Paid employment is most important activity,Science,Low skilled,17000,2017/18
Total - Science subject areas,England,Further education colleges (FECs),Paid employment is an activity,Science,High skilled,22000,2017/18
Total - Science subject areas,England,Further education colleges (FECs),Paid employment is an activity,Science,Medium skilled,17000,2017/18
Total - Science subject areas,England,Further education colleges (FECs),Paid employment is an activity,Science,Low skilled,17000,2017/18
Total - Science subject areas,England,Higher education providers (HEPs),Paid employment is most important activity,Science,High skilled,25000,2017/18
Total - Science subject areas,England,Higher education providers (HEPs),Paid employment is most important activity,Science,Medium skilled,19000,2017/18
Total - Science subject areas,England,Higher education providers (HEPs),Paid employment is most important activity,Science,Low skilled,18000,2017/18
Total - Science subject areas,England,Higher education providers (HEPs),Paid employment is an activity,Science,High skilled,25000,2017/18
Total - Science subject areas,England,Higher education providers (HEPs),Paid employment is an activity,Science,Medium skilled,19000,2017/18
Total - Science subject areas,England,Higher education providers (HEPs),Paid employment is an activity,Science,Low skilled,18000,2017/18
Total - Science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Science,High skilled,24000,2017/18
Total - Science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Science,Medium skilled,18000,2017/18
Total - Science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Science,Low skilled,15000,2017/18
Total - Science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Science,High skilled,24000,2017/18
Total - Science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Science,Medium skilled,18000,2017/18
Total - Science subject areas,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Science,Low skilled,16000,2017/18
Total - Science subject areas,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Science,High skilled,25000,2017/18
Total - Science subject areas,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Science,Medium skilled,18000,2017/18
Total - Science subject areas,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Science,Low skilled,17000,2017/18
Total - Science subject areas,Scotland,Higher education providers (HEPs),Paid employment is an activity,Science,High skilled,25000,2017/18
Total - Science subject areas,Scotland,Higher education providers (HEPs),Paid employment is an activity,Science,Medium skilled,18000,2017/18
Total - Science subject areas,Scotland,Higher education providers (HEPs),Paid employment is an activity,Science,Low skilled,17000,2017/18
Total - Science subject areas,Wales,Further education colleges (FECs),Paid employment is most important activity,Science,High skilled,,2017/18
Total - Science subject areas,Wales,Further education colleges (FECs),Paid employment is most important activity,Science,Medium skilled,,2017/18
Total - Science subject areas,Wales,Further education colleges (FECs),Paid employment is most important activity,Science,Low skilled,,2017/18
Total - Science subject areas,Wales,Further education colleges (FECs),Paid employment is an activity,Science,High skilled,,2017/18
Total - Science subject areas,Wales,Further education colleges (FECs),Paid employment is an activity,Science,Medium skilled,,2017/18
Total - Science subject areas,Wales,Further education colleges (FECs),Paid employment is an activity,Science,Low skilled,,2017/18
Total - Science subject areas,Wales,Higher education providers (HEPs),Paid employment is most important activity,Science,High skilled,24000,2017/18
